customer_id,campaign_id,amount,sale_date
4708,14,40,2023-12-08
4708,11,20,2023-12-08
369,7,160,2024-06-20
369,12,200,2024-06-20
369,4,20,2024-06-20
4383,11,160,2024-03-24
4383,10,160,2024-03-24
4383,17,120,2024-03-24
4510,19,60,2025-02-16
4510,13,200,2025-02-16
4510,7,100,2025-02-16
4510,6,40,2025-02-16
4510,19,20,2025-02-16
4156,8,100,2024-03-11
2651,18,120,2023-10-30
2651,9,60,2023-10-30
2651,16,120,2023-10-30
2409,19,60,2024-02-05
2409,18,120,2024-02-05
2409,16,160,2024-02-05
4935,10,160,2024-04-24
4935,8,100,2024-04-24
2181,9,20,2023-11-08
2181,8,100,2023-11-08
2181,17,200,2023-11-08
2181,1,120,2023-11-08
2181,8,80,2023-11-08
3857,14,160,2023-12-09
3857,16,40,2023-12-09
3857,6,100,2023-12-09
2544,15,40,2024-07-13
2544,2,60,2024-07-13
2544,9,80,2024-07-13
2544,8,40,2024-07-13
4150,11,180,2025-06-29
4150,14,100,2025-06-29
2142,19,200,2025-06-08
2142,6,200,2025-06-08
2142,1,40,2025-06-08
4619,4,80,2024-03-31
4619,13,40,2024-03-31
4619,8,100,2024-03-31
4619,18,60,2024-03-31
3888,17,60,2025-09-20
3888,12,160,2025-09-20
3888,18,80,2025-09-20
3392,10,40,2024-01-30
3392,15,40,2024-01-30
3392,14,20,2024-01-30
3392,10,100,2024-01-30
3392,6,180,2024-01-30
3194,16,40,2025-04-06
3194,12,80,2025-04-06
1621,14,200,2023-12-27
513,4,120,2024-11-21
513,4,40,2024-11-21
513,14,120,2024-11-21
513,10,80,2024-11-21
4240,1,100,2025-02-24
4240,7,80,2025-02-24
4240,6,140,2025-02-24
4240,12,60,2025-02-24
1645,9,20,2025-01-15
1645,8,20,2025-01-15
1645,5,20,2025-01-15
4757,20,100,2023-12-08
3042,15,160,2025-08-23
3042,4,160,2025-08-23
3042,18,200,2025-08-23
219,20,200,2024-04-25
219,20,140,2024-04-25
219,7,60,2024-04-25
219,13,80,2024-04-25
2453,1,60,2025-05-14
2453,4,20,2025-05-14
2453,14,140,2025-05-14
2453,18,180,2025-05-14
2335,8,140,2023-12-18
2335,16,120,2023-12-18
2335,4,20,2023-12-18
2335,10,200,2023-12-18
2335,20,200,2023-12-18
1350,16,60,2023-12-26
1350,3,80,2023-12-26
1350,9,140,2023-12-26
1350,13,120,2023-12-26
1350,11,80,2023-12-26
2243,18,100,2024-03-03
2243,11,160,2024-03-03
2243,10,140,2024-03-03
2243,15,180,2024-03-03
2243,4,140,2024-03-03
3580,18,100,2024-03-04
3580,10,60,2024-03-04
3580,18,140,2024-03-04
3580,13,160,2024-03-04
4622,15,100,2024-06-15
4622,7,60,2024-06-15
4622,10,80,2024-06-15
4622,15,200,2024-06-15
2477,17,40,2025-09-13
2477,20,200,2025-09-13
2477,20,160,2025-09-13
2477,14,200,2025-09-13
2477,14,80,2025-09-13
703,9,40,2023-10-22
703,16,20,2023-10-22
703,12,140,2023-10-22
2620,6,100,2024-06-26
2620,15,80,2024-06-26
2620,19,140,2024-06-26
2620,6,20,2024-06-26
4160,3,200,2025-02-14
2839,11,160,2025-06-05
2839,8,160,2025-06-05
2711,15,60,2024-02-25
2711,16,200,2024-02-25
2711,3,80,2024-02-25
2725,9,160,2025-08-13
2725,14,160,2025-08-13
2725,14,100,2025-08-13
2725,13,200,2025-08-13
1740,17,100,2024-08-07
3806,15,160,2024-04-25
3806,8,40,2024-04-25
3806,2,60,2024-04-25
1235,5,160,2024-11-09
1235,19,120,2024-11-09
1235,7,60,2024-11-09
1235,14,140,2024-11-09
1235,10,200,2024-11-09
237,20,100,2024-08-16
237,5,200,2024-08-16
237,10,140,2024-08-16
237,7,60,2024-08-16
2141,18,80,2024-07-12
4056,15,20,2024-08-30
4056,9,40,2024-08-30
4056,2,140,2024-08-30
4056,4,160,2024-08-30
4056,8,80,2024-08-30
4480,19,140,2024-03-08
4480,1,60,2024-03-08
4480,1,60,2024-03-08
4480,13,120,2024-03-08
4480,19,60,2024-03-08
1108,7,20,2024-07-01
1108,7,20,2024-07-01
1108,2,120,2024-07-01
4064,13,140,2025-06-23
3668,8,60,2024-01-29
3733,14,60,2023-10-16
3733,10,80,2023-10-16
3733,17,140,2023-10-16
3733,4,140,2023-10-16
3733,7,140,2023-10-16
4727,3,160,2023-12-19
237,3,160,2025-07-24
237,11,100,2025-07-24
237,10,140,2025-07-24
4314,20,200,2024-07-02
4314,2,160,2024-07-02
4314,16,80,2024-07-02
4314,4,200,2024-07-02
4555,17,100,2024-08-31
4555,10,60,2024-08-31
4204,1,120,2024-10-07
4204,16,60,2024-10-07
4204,7,180,2024-10-07
4204,11,180,2024-10-07
4382,14,60,2025-02-22
2866,19,140,2024-04-09
2866,16,80,2024-04-09
2866,3,120,2024-04-09
2866,13,20,2024-04-09
1666,7,200,2025-07-05
1666,3,20,2025-07-05
1666,13,100,2025-07-05
1666,2,160,2025-07-05
1666,7,140,2025-07-05
2815,3,120,2025-03-30
2815,12,100,2025-03-30
2815,2,200,2025-03-30
2815,9,60,2025-03-30
2516,6,200,2024-09-24
2516,6,120,2024-09-24
2516,13,200,2024-09-24
2516,8,60,2024-09-24
2516,19,20,2024-09-24
2404,13,60,2025-01-08
2404,10,200,2025-01-08
2404,12,100,2025-01-08
2404,19,60,2025-01-08
2404,7,100,2025-01-08
3683,4,180,2025-05-02
3683,11,200,2025-05-02
3683,3,120,2025-05-02
2479,18,180,2023-12-24
2479,8,80,2023-12-24
2479,20,140,2023-12-24
2479,12,100,2023-12-24
3795,8,160,2024-04-04
3795,16,180,2024-04-04
3795,17,20,2024-04-04
3795,4,20,2024-04-04
3795,13,180,2024-04-04
841,15,120,2025-07-01
1248,14,20,2025-10-14
1248,15,60,2025-10-14
1248,11,80,2025-10-14
1248,1,120,2025-10-14
1248,13,40,2025-10-14
4980,12,60,2024-04-17
4980,5,160,2024-04-17
4980,14,40,2024-04-17
4980,11,160,2024-04-17
4980,8,80,2024-04-17
879,5,40,2025-10-05
879,9,40,2025-10-05
879,5,180,2025-10-05
879,9,140,2025-10-05
4550,10,40,2025-01-20
4550,4,60,2025-01-20
4690,18,80,2025-08-11
4690,17,180,2025-08-11
1235,5,140,2025-10-12
1235,9,60,2025-10-12
1235,16,20,2025-10-12
1235,20,60,2025-10-12
383,16,160,2025-07-28
383,4,160,2025-07-28
383,13,40,2025-07-28
383,15,200,2025-07-28
2073,5,80,2024-11-08
2073,12,180,2024-11-08
2073,17,200,2024-11-08
2073,14,180,2024-11-08
2073,14,160,2024-11-08
1391,9,100,2025-04-13
1391,6,20,2025-04-13
1391,5,140,2025-04-13
1391,6,140,2025-04-13
1391,2,60,2025-04-13
3,5,80,2024-11-23
4665,7,60,2024-07-03
4665,4,100,2024-07-03
4665,4,40,2024-07-03
1449,19,20,2024-06-13
1449,11,80,2024-06-13
1449,18,200,2024-06-13
1449,13,80,2024-06-13
1449,6,200,2024-06-13
1096,16,80,2025-03-23
4053,16,20,2023-10-22
4053,10,80,2023-10-22
291,2,160,2024-06-29
291,16,180,2024-06-29
291,14,160,2024-06-29
4127,17,140,2025-06-04
4127,8,40,2025-06-04
4127,18,60,2025-06-04
4102,3,60,2025-05-21
3883,12,120,2025-06-30
3883,2,100,2025-06-30
3883,4,200,2025-06-30
2686,3,60,2025-04-08
2686,10,180,2025-04-08
2686,16,160,2025-04-08
2686,17,60,2025-04-08
4996,6,120,2025-01-02
4898,16,140,2024-04-06
3568,16,20,2024-01-21
3568,18,60,2024-01-21
3568,11,60,2024-01-21
3568,7,20,2024-01-21
3568,13,120,2024-01-21
3630,9,60,2024-05-24
70,1,100,2025-04-29
4929,1,100,2025-02-27
4929,7,200,2025-02-27
3256,3,140,2024-10-23
3256,10,100,2024-10-23
3256,6,40,2024-10-23
3256,13,20,2024-10-23
3256,3,200,2024-10-23
1998,14,200,2024-07-16
4567,15,120,2025-07-06
4567,5,200,2025-07-06
4567,15,160,2025-07-06
4567,10,20,2025-07-06
4386,11,100,2025-05-11
4386,7,100,2025-05-11
4386,16,160,2025-05-11
2827,7,40,2025-08-14
2827,4,160,2025-08-14
2827,8,100,2025-08-14
2827,8,180,2025-08-14
723,2,40,2025-02-27
723,12,120,2025-02-27
723,16,40,2025-02-27
723,16,180,2025-02-27
723,17,200,2025-02-27
2382,1,140,2025-08-19
4202,8,100,2024-01-08
4202,14,120,2024-01-08
950,13,40,2024-04-30
950,12,60,2024-04-30
950,10,40,2024-04-30
2317,17,20,2024-03-07
2317,16,60,2024-03-07
2317,17,80,2024-03-07
2317,15,100,2024-03-07
2317,9,200,2024-03-07
3688,1,180,2025-10-05
3688,1,80,2025-10-05
3688,15,20,2025-10-05
3688,17,60,2025-10-05
3331,12,140,2025-08-15
3331,20,140,2025-08-15
3331,10,100,2025-08-15
3331,7,200,2025-08-15
2069,11,40,2025-06-06
2069,15,140,2025-06-06
2069,14,160,2025-06-06
2069,4,80,2025-06-06
2069,2,140,2025-06-06
4884,16,60,2023-10-18
4884,5,120,2023-10-18
2657,4,80,2024-06-04
2657,17,160,2024-06-04
4468,6,80,2024-01-22
4468,11,80,2024-01-22
4468,1,80,2024-01-22
4468,17,200,2024-01-22
4468,18,20,2024-01-22
630,15,200,2024-03-31
630,3,120,2024-03-31
630,4,20,2024-03-31
630,14,180,2024-03-31
608,7,160,2024-03-04
3720,18,140,2024-12-23
3720,7,80,2024-12-23
3937,19,60,2024-03-19
2235,12,140,2024-08-21
4164,12,20,2024-11-17
2181,20,140,2024-04-14
2181,16,140,2024-04-14
2181,16,40,2024-04-14
2181,13,80,2024-04-14
961,11,60,2023-10-27
4639,18,100,2025-09-27
4639,10,60,2025-09-27
1024,7,20,2023-12-10
1024,5,120,2023-12-10
1024,19,140,2023-12-10
1024,20,20,2023-12-10
3261,7,100,2025-02-25
3261,1,180,2025-02-25
3261,19,200,2025-02-25
3261,16,80,2025-02-25
3261,10,20,2025-02-25
112,10,100,2025-07-09
112,19,200,2025-07-09
4990,11,120,2024-10-28
4990,5,200,2024-10-28
4990,17,200,2024-10-28
4990,16,100,2024-10-28
4990,19,200,2024-10-28
683,1,180,2025-06-12
683,17,60,2025-06-12
4075,8,60,2025-01-06
4075,14,40,2025-01-06
4075,9,200,2025-01-06
4075,13,180,2025-01-06
3507,19,60,2025-02-06
3507,16,80,2025-02-06
3507,9,100,2025-02-06
3507,4,200,2025-02-06
3507,18,40,2025-02-06
2479,6,40,2025-06-26
595,13,200,2024-08-19
3299,7,120,2024-04-27
4498,4,200,2024-03-26
2333,12,60,2025-06-08
2333,12,180,2025-06-08
2333,7,140,2025-06-08
176,2,180,2024-01-04
176,14,60,2024-01-04
176,4,40,2024-01-04
176,14,20,2024-01-04
2433,18,60,2024-01-08
2433,8,120,2024-01-08
2165,11,160,2025-03-03
2165,9,100,2025-03-03
2165,17,200,2025-03-03
2165,4,60,2025-03-03
851,18,200,2024-06-19
851,6,140,2024-06-19
3868,13,20,2023-12-23
3868,9,20,2023-12-23
2515,17,200,2025-05-15
2515,3,100,2025-05-15
2515,4,160,2025-05-15
3211,15,100,2025-07-12
3211,6,80,2025-07-12
3211,4,100,2025-07-12
2721,15,140,2024-12-30
2721,10,80,2024-12-30
2721,4,120,2024-12-30
2717,3,200,2023-11-10
2717,20,140,2023-11-10
2717,18,80,2023-11-10
2717,13,80,2023-11-10
116,1,20,2025-01-31
1490,15,160,2024-09-10
1490,2,60,2024-09-10
3008,8,60,2025-07-14
3008,1,200,2025-07-14
3008,4,180,2025-07-14
3008,1,140,2025-07-14
3008,20,40,2025-07-14
1763,10,180,2024-09-30
3878,2,200,2024-04-25
3878,3,40,2024-04-25
3878,10,140,2024-04-25
3878,19,200,2024-04-25
3878,8,140,2024-04-25
1082,11,200,2025-03-05
923,4,40,2024-01-22
923,2,60,2024-01-22
923,8,180,2024-01-22
676,7,180,2025-01-24
676,13,20,2025-01-24
3589,16,40,2024-05-08
3589,5,100,2024-05-08
4147,1,140,2025-06-25
4147,6,140,2025-06-25
4147,4,140,2025-06-25
3204,20,140,2023-11-12
3204,5,80,2023-11-12
3204,8,60,2023-11-12
3204,16,120,2023-11-12
3204,13,40,2023-11-12
3199,7,160,2025-01-24
3199,11,180,2025-01-24
3199,10,180,2025-01-24
3199,7,180,2025-01-24
4462,12,200,2024-09-24
4462,20,80,2024-09-24
4267,10,140,2025-04-11
4267,19,60,2025-04-11
4267,17,40,2025-04-11
4003,18,180,2024-04-03
4003,10,20,2024-04-03
4003,6,160,2024-04-03
4785,13,120,2023-11-19
4785,14,60,2023-11-19
4785,10,200,2023-11-19
4785,16,200,2023-11-19
4785,13,140,2023-11-19
757,15,20,2024-01-14
757,19,120,2024-01-14
757,4,60,2024-01-14
757,8,20,2024-01-14
3033,18,100,2024-01-05
3033,1,200,2024-01-05
3033,5,160,2024-01-05
1752,8,160,2025-06-21
1752,15,140,2025-06-21
1752,7,100,2025-06-21
1752,4,100,2025-06-21
1752,16,60,2025-06-21
2335,1,80,2025-04-29
2335,9,140,2025-04-29
2335,11,160,2025-04-29
2335,17,120,2025-04-29
2335,3,80,2025-04-29
1661,11,160,2025-01-13
1661,9,80,2025-01-13
1661,11,160,2025-01-13
1559,17,80,2025-07-21
1559,14,20,2025-07-21
1559,18,100,2025-07-21
1559,12,100,2025-07-21
4215,15,200,2024-11-01
4215,19,140,2024-11-01
4215,12,140,2024-11-01
4215,5,120,2024-11-01
1684,6,140,2024-04-15
1684,14,120,2024-04-15
1684,14,160,2024-04-15
3004,20,100,2025-10-07
2747,8,120,2024-05-24
2747,1,140,2024-05-24
2087,17,200,2025-04-20
2087,12,60,2025-04-20
2087,14,80,2025-04-20
2087,19,140,2025-04-20
2087,6,20,2025-04-20
2133,1,140,2025-03-16
2133,3,40,2025-03-16
2133,14,140,2025-03-16
2133,20,200,2025-03-16
2133,4,80,2025-03-16
184,20,100,2024-03-18
184,14,180,2024-03-18
184,17,180,2024-03-18
1760,4,180,2024-09-28
1760,19,40,2024-09-28
1760,2,20,2024-09-28
4855,5,80,2025-02-23
4855,18,200,2025-02-23
3695,5,60,2024-05-23
3695,13,200,2024-05-23
1493,15,140,2024-08-09
4819,16,40,2025-09-18
4819,14,160,2025-09-18
4819,11,140,2025-09-18
4819,16,60,2025-09-18
1080,20,160,2025-03-20
32,5,20,2025-09-17
4142,12,20,2023-10-30
2021,8,20,2024-02-16
2021,9,100,2024-02-16
2021,8,20,2024-02-16
2021,8,20,2024-02-16
463,10,120,2025-02-05
463,9,180,2025-02-05
463,5,80,2025-02-05
463,16,140,2025-02-05
238,10,140,2025-08-09
3464,3,100,2025-04-28
3464,11,20,2025-04-28
3464,18,200,2025-04-28
1909,5,80,2024-02-04
1909,13,120,2024-02-04
1909,14,40,2024-02-04
1909,11,160,2024-02-04
1909,17,60,2024-02-04
1696,14,40,2024-04-20
2092,6,140,2024-01-29
2092,1,60,2024-01-29
2092,6,100,2024-01-29
2092,9,180,2024-01-29
3051,15,120,2023-11-13
3037,16,180,2025-10-10
2810,1,160,2025-07-31
2810,9,20,2025-07-31
2810,14,40,2025-07-31
3773,11,120,2024-08-05
3773,15,120,2024-08-05
3773,10,160,2024-08-05
3773,9,160,2024-08-05
3773,9,40,2024-08-05
1018,12,80,2024-05-03
4497,16,140,2025-05-30
4497,5,100,2025-05-30
4497,15,40,2025-05-30
4497,9,140,2025-05-30
4497,11,200,2025-05-30
2747,3,100,2025-04-22
2747,10,40,2025-04-22
4284,18,40,2024-08-10
4284,14,40,2024-08-10
4284,4,20,2024-08-10
1577,6,40,2024-08-20
1577,17,160,2024-08-20
4626,4,140,2025-04-09
4663,10,180,2025-08-08
4663,10,160,2025-08-08
4663,19,140,2025-08-08
3696,8,80,2025-03-17
3696,1,140,2025-03-17
3696,18,160,2025-03-17
3696,16,140,2025-03-17
4588,17,160,2024-07-19
4588,8,200,2024-07-19
4588,19,100,2024-07-19
4588,9,140,2024-07-19
2762,17,140,2025-10-06
2762,1,100,2025-10-06
1891,3,140,2023-10-30
1891,8,100,2023-10-30
1891,11,200,2023-10-30
1802,13,180,2024-05-24
1802,2,40,2024-05-24
1924,10,100,2024-03-20
1924,10,140,2024-03-20
1924,16,100,2024-03-20
4045,14,120,2023-10-18
4045,18,140,2023-10-18
3771,11,120,2025-08-03
3771,11,40,2025-08-03
2271,17,160,2025-07-13
1429,1,20,2025-09-29
1429,15,180,2025-09-29
1429,14,60,2025-09-29
1429,5,40,2025-09-29
1429,19,140,2025-09-29
4025,2,60,2023-10-29
4025,10,180,2023-10-29
4025,20,40,2023-10-29
4025,3,200,2023-10-29
4025,10,120,2023-10-29
2932,19,140,2024-02-05
2932,19,140,2024-02-05
2932,18,20,2024-02-05
2932,8,40,2024-02-05
3855,1,160,2025-09-01
3855,5,140,2025-09-01
3855,2,40,2025-09-01
3855,9,40,2025-09-01
132,13,20,2023-10-25
132,8,180,2023-10-25
132,12,140,2023-10-25
1434,9,120,2025-01-11
1434,9,200,2025-01-11
1434,8,140,2025-01-11
173,5,200,2025-05-01
4667,20,200,2024-11-29
4667,13,60,2024-11-29
4667,1,40,2024-11-29
4667,3,100,2024-11-29
2985,11,120,2024-11-04
714,9,60,2023-11-24
714,9,120,2023-11-24
714,17,180,2023-11-24
2907,12,40,2025-04-10
2907,5,140,2025-04-10
3539,5,180,2024-11-06
3539,18,40,2024-11-06
3539,11,120,2024-11-06
4727,17,40,2024-10-30
4727,10,100,2024-10-30
1947,17,200,2025-05-28
1414,19,80,2024-03-19
1414,6,120,2024-03-19
1414,11,200,2024-03-19
1414,15,100,2024-03-19
2955,3,120,2025-03-29
2955,2,140,2025-03-29
2955,1,100,2025-03-29
2955,13,100,2025-03-29
2766,20,160,2024-01-15
2766,2,160,2024-01-15
2766,2,60,2024-01-15
4690,9,160,2025-07-18
4690,6,60,2025-07-18
4690,7,180,2025-07-18
4690,9,60,2025-07-18
507,17,120,2025-09-24
507,8,140,2025-09-24
507,12,60,2025-09-24
3961,18,200,2024-11-21
3961,9,180,2024-11-21
3961,8,120,2024-11-21
3961,1,200,2024-11-21
3961,18,100,2024-11-21
2362,9,200,2024-05-12
2990,7,80,2025-09-24
2990,5,40,2025-09-24
2990,19,40,2025-09-24
2990,13,160,2025-09-24
2229,11,20,2023-11-01
2229,16,40,2023-11-01
2229,4,80,2023-11-01
2229,11,100,2023-11-01
2229,8,180,2023-11-01
2249,19,160,2025-09-19
2249,12,60,2025-09-19
2249,20,180,2025-09-19
2249,20,140,2025-09-19
2249,4,40,2025-09-19
4747,4,180,2024-10-21
4747,11,60,2024-10-21
4747,8,60,2024-10-21
2705,18,200,2024-04-15
2705,15,140,2024-04-15
2705,13,60,2024-04-15
2896,20,180,2024-09-12
2896,14,100,2024-09-12
2896,13,140,2024-09-12
2896,15,60,2024-09-12
4336,17,200,2025-05-26
4336,1,160,2025-05-26
4336,20,100,2025-05-26
4336,4,20,2025-05-26
2128,5,40,2024-09-11
2128,14,80,2024-09-11
3485,7,60,2024-12-28
3485,1,20,2024-12-28
3485,9,200,2024-12-28
3485,20,60,2024-12-28
798,18,200,2023-10-18
798,19,140,2023-10-18
798,12,200,2023-10-18
2381,4,100,2023-12-09
2381,14,80,2023-12-09
2381,3,160,2023-12-09
2381,11,120,2023-12-09
1217,8,140,2024-01-31
1217,9,140,2024-01-31
1217,3,100,2024-01-31
1595,18,140,2024-08-04
1595,7,200,2024-08-04
1595,14,160,2024-08-04
1595,20,120,2024-08-04
1595,19,120,2024-08-04
1306,1,160,2025-09-21
1306,19,100,2025-09-21
1306,1,80,2025-09-21
3458,8,100,2024-08-03
3458,20,160,2024-08-03
3458,10,60,2024-08-03
3458,2,60,2024-08-03
3458,6,180,2024-08-03
4927,3,100,2024-06-26
4927,9,80,2024-06-26
4927,13,40,2024-06-26
4927,9,80,2024-06-26
1237,18,140,2025-01-01
1237,11,140,2025-01-01
1237,11,80,2025-01-01
1237,14,160,2025-01-01
152,11,40,2025-03-24
1180,19,140,2024-08-31
1180,7,40,2024-08-31
1180,3,60,2024-08-31
1180,13,20,2024-08-31
1180,3,180,2024-08-31
2430,20,20,2024-09-28
2430,3,200,2024-09-28
2430,13,180,2024-09-28
2430,18,120,2024-09-28
406,17,200,2024-02-26
406,18,160,2024-02-26
4625,4,140,2025-02-09
4625,2,140,2025-02-09
2639,13,180,2024-09-01
2639,17,80,2024-09-01
2639,14,80,2024-09-01
2639,16,20,2024-09-01
2639,2,20,2024-09-01
3482,8,40,2024-04-18
3482,8,40,2024-04-18
3482,6,60,2024-04-18
3482,17,60,2024-04-18
3482,13,200,2024-04-18
1690,10,60,2024-07-04
1690,19,80,2024-07-04
1690,6,80,2024-07-04
1611,17,60,2024-09-19
1611,11,80,2024-09-19
1611,18,80,2024-09-19
1611,13,60,2024-09-19
1611,5,60,2024-09-19
2389,15,120,2024-12-10
2389,1,60,2024-12-10
2389,19,60,2024-12-10
2389,3,200,2024-12-10
2389,11,120,2024-12-10
1278,18,160,2024-08-08
1278,12,100,2024-08-08
1278,15,180,2024-08-08
1278,9,120,2024-08-08
1278,5,80,2024-08-08
1404,2,140,2025-04-02
1404,10,160,2025-04-02
1404,12,80,2025-04-02
1404,1,80,2025-04-02
1531,2,180,2023-11-18
2020,13,200,2025-09-17
2020,5,120,2025-09-17
4378,3,120,2025-09-10
4378,19,120,2025-09-10
4378,1,160,2025-09-10
4378,11,200,2025-09-10
4378,3,100,2025-09-10
2300,8,20,2024-11-21
2300,3,200,2024-11-21
1324,11,60,2024-03-19
1324,13,40,2024-03-19
1324,4,80,2024-03-19
1324,12,60,2024-03-19
1324,8,40,2024-03-19
2656,2,140,2025-06-07
2656,14,100,2025-06-07
2792,9,40,2025-02-13
2792,12,120,2025-02-13
2792,8,60,2025-02-13
3019,2,200,2024-08-22
3019,13,200,2024-08-22
3019,20,40,2024-08-22
3019,20,40,2024-08-22
4428,18,20,2024-04-20
4428,3,60,2024-04-20
4428,14,120,2024-04-20
4428,20,140,2024-04-20
4828,2,100,2025-06-20
4828,4,200,2025-06-20
4828,19,100,2025-06-20
4828,12,200,2025-06-20
4828,16,120,2025-06-20
3428,2,40,2024-08-27
3428,12,140,2024-08-27
3428,3,60,2024-08-27
3428,16,60,2024-08-27
968,13,40,2024-06-11
1024,12,200,2024-01-03
1024,18,140,2024-01-03
1024,7,160,2024-01-03
1024,19,40,2024-01-03
1619,6,100,2025-08-01
407,14,40,2025-09-12
3612,13,40,2025-09-26
3381,14,20,2024-03-17
3381,13,180,2024-03-17
3381,11,180,2024-03-17
4540,2,160,2025-06-19
4540,4,120,2025-06-19
4540,1,160,2025-06-19
3755,3,40,2025-09-02
3755,4,40,2025-09-02
3755,12,180,2025-09-02
3755,15,120,2025-09-02
1782,15,120,2024-06-06
1782,15,160,2024-06-06
1782,15,160,2024-06-06
1782,15,180,2024-06-06
2963,6,180,2024-09-17
2963,3,60,2024-09-17
1299,17,60,2024-11-14
1299,19,120,2024-11-14
1299,10,200,2024-11-14
1299,8,200,2024-11-14
1299,3,120,2024-11-14
3997,9,140,2024-08-23
2877,15,120,2024-01-24
2877,16,120,2024-01-24
2877,18,80,2024-01-24
2877,12,120,2024-01-24
2877,19,180,2024-01-24
2173,6,80,2025-09-28
2173,8,40,2025-09-28
1582,13,20,2024-11-04
1430,11,200,2024-08-05
1430,5,120,2024-08-05
1430,10,20,2024-08-05
3182,12,80,2024-09-26
3182,20,120,2024-09-26
140,8,100,2024-02-09
140,16,100,2024-02-09
140,11,40,2024-02-09
140,16,160,2024-02-09
140,19,100,2024-02-09
1241,3,100,2025-08-03
1241,20,200,2025-08-03
1241,11,20,2025-08-03
1241,5,120,2025-08-03
1640,19,80,2024-04-15
1640,12,40,2024-04-15
1640,15,20,2024-04-15
1640,16,20,2024-04-15
2783,8,100,2023-10-27
2783,2,80,2023-10-27
2783,18,140,2023-10-27
1604,17,40,2025-05-23
1604,9,200,2025-05-23
3027,20,160,2023-11-02
4392,16,60,2024-01-21
4392,1,200,2024-01-21
4392,13,60,2024-01-21
3381,8,60,2025-07-28
3381,19,60,2025-07-28
3169,1,160,2025-04-17
3169,10,60,2025-04-17
3169,9,160,2025-04-17
3169,16,180,2025-04-17
2072,9,80,2024-10-09
2072,19,100,2024-10-09
2072,5,40,2024-10-09
3513,5,40,2024-06-22
3513,15,20,2024-06-22
3513,5,140,2024-06-22
3513,20,60,2024-06-22
2952,16,100,2025-09-28
2952,2,20,2025-09-28
2952,14,200,2025-09-28
2952,17,160,2025-09-28
4511,9,180,2023-12-10
4511,14,140,2023-12-10
379,5,140,2024-03-21
379,7,180,2024-03-21
379,13,140,2024-03-21
379,2,160,2024-03-21
179,6,180,2024-12-16
179,15,100,2024-12-16
4838,3,20,2024-06-20
4838,18,60,2024-06-20
4838,11,40,2024-06-20
4838,10,40,2024-06-20
1345,5,100,2025-05-27
1345,6,200,2025-05-27
3053,15,80,2025-04-07
3053,12,160,2025-04-07
3053,19,140,2025-04-07
4328,4,40,2023-11-12
4328,7,140,2023-11-12
4328,11,100,2023-11-12
926,16,60,2023-12-09
926,15,140,2023-12-09
3315,2,20,2024-02-03
2396,10,160,2025-02-27
2396,13,80,2025-02-27
2396,2,140,2025-02-27
2396,19,80,2025-02-27
1718,13,40,2024-11-12
1718,9,120,2024-11-12
1718,19,160,2024-11-12
1718,13,20,2024-11-12
4869,14,140,2024-06-15
4275,12,140,2025-09-05
4101,15,20,2023-12-29
4101,6,60,2023-12-29
4101,5,60,2023-12-29
4101,20,20,2023-12-29
4101,7,140,2023-12-29
2040,2,80,2024-05-04
469,9,120,2024-02-10
469,16,80,2024-02-10
469,5,40,2024-02-10
3841,6,40,2025-09-01
3841,2,120,2025-09-01
2159,13,200,2025-02-20
2159,19,100,2025-02-20
348,11,40,2024-06-22
348,11,140,2024-06-22
4156,14,60,2025-09-29
4156,15,120,2025-09-29
4156,19,160,2025-09-29
1008,12,60,2024-11-19
1008,6,180,2024-11-19
1008,12,140,2024-11-19
1008,11,60,2024-11-19
2165,6,40,2024-11-09
2165,9,120,2024-11-09
2165,3,140,2024-11-09
2165,10,20,2024-11-09
2165,10,40,2024-11-09
4099,7,120,2025-07-14
4099,16,200,2025-07-14
4099,18,60,2025-07-14
4099,10,140,2025-07-14
798,1,120,2024-12-14
798,5,60,2024-12-14
798,20,200,2024-12-14
798,3,140,2024-12-14
3471,17,60,2025-09-30
3471,6,180,2025-09-30
3471,11,200,2025-09-30
3471,19,160,2025-09-30
3471,4,20,2025-09-30
512,10,60,2025-07-05
512,4,140,2025-07-05
512,18,120,2025-07-05
512,2,120,2025-07-05
3671,12,140,2023-11-15
3671,1,120,2023-11-15
3671,9,60,2023-11-15
3676,18,20,2024-04-03
3676,1,180,2024-04-03
3676,16,60,2024-04-03
3676,19,20,2024-04-03
3676,14,180,2024-04-03
2101,13,160,2025-01-01
2101,5,40,2025-01-01
2101,6,100,2025-01-01
2101,14,100,2025-01-01
2101,18,180,2025-01-01
1734,2,200,2023-12-14
1734,18,140,2023-12-14
1734,14,120,2023-12-14
1734,11,140,2023-12-14
1734,6,120,2023-12-14
4706,11,140,2024-02-28
4706,14,40,2024-02-28
209,8,160,2025-01-14
209,10,20,2025-01-14
209,2,100,2025-01-14
209,18,60,2025-01-14
209,12,20,2025-01-14
519,2,180,2025-01-06
519,11,60,2025-01-06
519,3,60,2025-01-06
519,3,200,2025-01-06
519,16,100,2025-01-06
4465,9,80,2024-06-17
4465,1,40,2024-06-17
4465,12,180,2024-06-17
372,16,100,2025-02-24
372,8,180,2025-02-24
372,19,180,2025-02-24
766,12,200,2025-08-30
766,11,140,2025-08-30
766,17,60,2025-08-30
766,16,40,2025-08-30
3018,2,140,2025-01-11
3018,7,40,2025-01-11
